 id  |  code   | event | finished | finished_provisional |      kickoff_time      | minutes | provisional_start_time | started | team_a | team_a_score | team_h | team_h_score | team_h_difficulty | team_a_difficulty | pulse_id 
-----+---------+-------+----------+----------------------+------------------------+---------+------------------------+---------+--------+--------------+--------+--------------+-------------------+-------------------+----------
   1 | 2561895 |     1 | t        | t                    | 2025-08-15 15:00:00-04 |      90 | f                      | t       |      4 |            2 |     12 |            4 |                 3 |                 4 |   124791
   2 | 2561896 |     1 | t        | t                    | 2025-08-16 07:30:00-04 |      90 | f                      | t       |     15 |            0 |      2 |            0 |                 3 |                 3 |   124792
   3 | 2561897 |     1 | t        | t                    | 2025-08-16 10:00:00-04 |      90 | f                      | t       |     10 |            1 |      6 |            1 |                 2 |                 3 |   124793
   6 | 2561900 |     1 | t        | t                    | 2025-08-16 10:00:00-04 |      90 | f                      | t       |      3 |            0 |     18 |            3 |                 2 |                 3 |   124796
   5 | 2561899 |     1 | t        | t                    | 2025-08-16 10:00:00-04 |      90 | f                      | t       |     19 |            0 |     17 |            3 |                 2 |                 3 |   124795
   7 | 2561901 |     1 | t        | t                    | 2025-08-16 12:30:00-04 |      90 | f                      | t       |     13 |            4 |     20 |            0 |                 4 |                 2 |   124797
   8 | 2561902 |     1 | t        | t                    | 2025-08-17 09:00:00-04 |      90 | f                      | t       |      8 |            0 |      7 |            0 |                 3 |                 3 |   124798
   4 | 2561898 |     1 | t        | t                    | 2025-08-17 09:00:00-04 |      90 | f                      | t       |      5 |            1 |     16 |            3 |                 3 |                 3 |   124794
   9 | 2561903 |     1 | t        | t                    | 2025-08-17 11:30:00-04 |      90 | f                      | t       |      1 |            1 |     14 |            0 |                 4 |                 3 |   124799
  10 | 2561904 |     1 | t        | t                    | 2025-08-18 15:00:00-04 |      90 | f                      | t       |      9 |            0 |     11 |            1 |                 2 |                 3 |   124800
  20 | 2561914 |     2 | t        | t                    | 2025-08-22 15:00:00-04 |      90 | f                      | t       |      7 |            5 |     19 |            1 |                 3 |                 2 |   124810
  18 | 2561912 |     2 | t        | t                    | 2025-08-23 07:30:00-04 |      90 | f                      | t       |     18 |            2 |     13 |            0 |                 3 |                 4 |   124808
  12 | 2561905 |     2 | t        | t                    | 2025-08-23 10:00:00-04 |      90 | f                      | t       |     20 |            0 |      4 |            1 |                 2 |                 4 |   124802
  13 | 2561907 |     2 | t        | t                    | 2025-08-23 10:00:00-04 |      90 | f                      | t       |      2 |            0 |      5 |            1 |                 3 |                 3 |   124803
  14 | 2561908 |     2 | t        | t                    | 2025-08-23 10:00:00-04 |      90 | f                      | t       |     17 |            0 |      3 |            2 |                 2 |                 2 |   124804
  11 | 2561906 |     2 | t        | t                    | 2025-08-23 12:30:00-04 |      90 | f                      | t       |     11 |            0 |      1 |            5 |                 2 |                 5 |   124801
  15 | 2561909 |     2 | t        | t                    | 2025-08-24 09:00:00-04 |      90 | f                      | t       |     16 |            1 |      8 |            1 |                 2 |                 3 |   124805
  16 | 2561910 |     2 | t        | t                    | 2025-08-24 09:00:00-04 |      90 | f                      | t       |      6 |            0 |      9 |            2 |                 3 |                 3 |   124806
  17 | 2561911 |     2 | t        | t                    | 2025-08-24 11:30:00-04 |      90 | f                      | t       |     14 |            1 |     10 |            1 |                 3 |                 3 |   124807
  19 | 2561913 |     2 | t        | t                    | 2025-08-25 15:00:00-04 |      90 | f                      | t       |     12 |            3 |     15 |            2 |                 4 |                 4 |   124809
  23 | 2561917 |     3 | t        | t                    | 2025-08-30 07:30:00-04 |      90 | f                      | t       |     10 |            0 |      7 |            2 |                 2 |                 3 |   124813
  26 | 2561920 |     3 | t        | t                    | 2025-08-30 10:00:00-04 |      90 | f                      | t       |      3 |            2 |     14 |            3 |                 2 |                 3 |   124816
  29 | 2561923 |     3 | t        | t                    | 2025-08-30 10:00:00-04 |      90 | f                      | t       |      4 |            1 |     18 |            0 |                 3 |                 3 |   124819
  28 | 2561922 |     3 | t        | t                    | 2025-08-30 10:00:00-04 |      90 | f                      | t       |      5 |            1 |     17 |            2 |                 3 |                 3 |   124818
  30 | 2561924 |     3 | t        | t                    | 2025-08-30 10:00:00-04 |      90 | f                      | t       |      9 |            3 |     20 |            2 |                 2 |                 2 |   124820
  24 | 2561918 |     3 | t        | t                    | 2025-08-30 12:30:00-04 |      90 | f                      | t       |     15 |            0 |     11 |            0 |                 3 |                 3 |   124814
  22 | 2561916 |     3 | t        | t                    | 2025-08-31 09:00:00-04 |      90 | f                      | t       |     13 |            1 |      6 |            2 |                 4 |                 3 |   124812
  27 | 2561921 |     3 | t        | t                    | 2025-08-31 09:00:00-04 |      90 | f                      | t       |     19 |            3 |     16 |            0 |                 2 |                 3 |   124817
  25 | 2561919 |     3 | t        | t                    | 2025-08-31 11:30:00-04 |      90 | f                      | t       |      1 |            0 |     12 |            1 |                 4 |                 4 |   124815
  21 | 2561915 |     3 | t        | t                    | 2025-08-31 14:00:00-04 |      90 | f                      | t       |      8 |            3 |      2 |            0 |                 3 |                 3 |   124811
  31 | 2561926 |     4 | t        | t                    | 2025-09-13 07:30:00-04 |      90 | f                      | t       |     16 |            0 |      1 |            3 |                 2 |                 5 |   124821
  32 | 2561925 |     4 | t        | t                    | 2025-09-13 10:00:00-04 |      90 | f                      | t       |      6 |            1 |      4 |            2 |                 3 |                 4 |   124822
  35 | 2561929 |     4 | t        | t                    | 2025-09-13 10:00:00-04 |      90 | f                      | t       |     17 |            0 |      8 |            0 |                 2 |                 3 |   124825
  36 | 2561930 |     4 | t        | t                    | 2025-09-13 10:00:00-04 |      90 | f                      | t       |      2 |            0 |      9 |            0 |                 3 |                 3 |   124826
  37 | 2561931 |     4 | t        | t                    | 2025-09-13 10:00:00-04 |      90 | f                      | t       |     11 |            0 |     10 |            1 |                 2 |                 3 |   124827
  39 | 2561933 |     4 | t        | t                    | 2025-09-13 10:00:00-04 |      90 | f                      | t       |     20 |            0 |     15 |            1 |                 2 |                 4 |   124829
  40 | 2561934 |     4 | t        | t                    | 2025-09-13 12:30:00-04 |      90 | f                      | t       |     18 |            3 |     19 |            0 |                 3 |                 2 |   124830
  33 | 2561927 |     4 | t        | t                    | 2025-09-13 15:00:00-04 |      90 | f                      | t       |      7 |            2 |      5 |            2 |                 3 |                 3 |   124823
  34 | 2561928 |     4 | t        | t                    | 2025-09-14 09:00:00-04 |      90 | f                      | t       |     12 |            1 |      3 |            0 |                 4 |                 2 |   124824
  38 | 2561932 |     4 | t        | t                    | 2025-09-14 11:30:00-04 |      90 | f                      | t       |     14 |            0 |     13 |            3 |                 3 |                 4 |   124828
  46 | 2561940 |     5 | t        | t                    | 2025-09-20 07:30:00-04 |      90 | f                      | t       |      9 |            1 |     12 |            2 |                 2 |                 4 |   124836
  43 | 2561937 |     5 | t        | t                    | 2025-09-20 10:00:00-04 |      90 | f                      | t       |     18 |            2 |      6 |            2 |                 3 |                 3 |   124833
  44 | 2561938 |     5 | t        | t                    | 2025-09-20 10:00:00-04 |      90 | f                      | t       |     16 |            1 |      3 |            1 |                 2 |                 2 |   124834
  49 | 2561943 |     5 | t        | t                    | 2025-09-20 10:00:00-04 |      90 | f                      | t       |      8 |            2 |     19 |            1 |                 3 |                 2 |   124839
  50 | 2561944 |     5 | t        | t                    | 2025-09-20 10:00:00-04 |      90 | f                      | t       |     11 |            3 |     20 |            1 |                 2 |                 2 |   124840
  47 | 2561941 |     5 | t        | t                    | 2025-09-20 12:30:00-04 |      90 | f                      | t       |      7 |            1 |     14 |            2 |                 3 |                 3 |   124837
  45 | 2561939 |     5 | t        | t                    | 2025-09-20 15:00:00-04 |      90 | f                      | t       |      5 |            1 |     10 |            3 |                 3 |                 3 |   124835
  42 | 2561935 |     5 | t        | t                    | 2025-09-21 09:00:00-04 |      90 | f                      | t       |     15 |            0 |      4 |            0 |                 3 |                 4 |   124832
  48 | 2561942 |     5 | t        | t                    | 2025-09-21 09:00:00-04 |      90 | f                      | t       |      2 |            1 |     17 |            1 |                 3 |                 3 |   124838
  41 | 2561936 |     5 | t        | t                    | 2025-09-21 11:30:00-04 |      90 | f                      | t       |     13 |            1 |      1 |            1 |                 4 |                 5 |   124831
  52 | 2561946 |     6 | t        | t                    | 2025-09-27 07:30:00-04 |      90 | f                      | t       |     14 |            1 |      5 |            3 |                 3 |                 3 |   124842
  53 | 2561947 |     6 | t        | t                    | 2025-09-27 10:00:00-04 |      90 | f                      | t       |      6 |            3 |      7 |            1 |                 3 |                 3 |   124843
  54 | 2561948 |     6 | t        | t                    | 2025-09-27 10:00:00-04 |      90 | f                      | t       |     12 |            1 |      8 |            2 |                 4 |                 3 |   124844
  56 | 2561950 |     6 | t        | t                    | 2025-09-27 10:00:00-04 |      90 | f                      | t       |      4 |            2 |     11 |            2 |                 3 |                 3 |   124846
  57 | 2561951 |     6 | t        | t                    | 2025-09-27 10:00:00-04 |      90 | f                      | t       |      3 |            1 |     13 |            5 |                 2 |                 4 |   124847
  59 | 2561953 |     6 | t        | t                    | 2025-09-27 12:30:00-04 |      90 | f                      | t       |     17 |            1 |     16 |            0 |                 2 |                 3 |   124849
  60 | 2561954 |     6 | t        | t                    | 2025-09-27 15:00:00-04 |      90 | f                      | t       |     20 |            1 |     18 |            1 |                 2 |                 3 |   124850
  51 | 2561945 |     6 | t        | t                    | 2025-09-28 09:00:00-04 |      90 | f                      | t       |     10 |            1 |      2 |            3 |                 2 |                 3 |   124841
  58 | 2561952 |     6 | t        | t                    | 2025-09-28 11:30:00-04 |      90 | f                      | t       |      1 |            2 |     15 |            1 |                 4 |                 4 |   124848
  55 | 2561949 |     6 | t        | t                    | 2025-09-29 15:00:00-04 |      90 | f                      | t       |     19 |            1 |      9 |            1 |                 2 |                 3 |   124845
  63 | 2561955 |     7 | t        | t                    | 2025-10-03 15:00:00-04 |      90 | f                      | t       |     10 |            1 |      4 |            3 |                 2 |                 4 |   124853
  67 | 2561961 |     7 | t        | t                    | 2025-10-04 07:30:00-04 |      90 | f                      | t       |     18 |            2 |     11 |            1 |                 3 |                 3 |   124857
  61 | 2561956 |     7 | t        | t                    | 2025-10-04 10:00:00-04 |      90 | f                      | t       |     19 |            0 |      1 |            2 |                 2 |                 5 |   124851
  68 | 2561962 |     7 | t        | t                    | 2025-10-04 10:00:00-04 |      90 | f                      | t       |     17 |            0 |     14 |            2 |                 2 |                 3 |   124858
  65 | 2561959 |     7 | t        | t                    | 2025-10-04 12:30:00-04 |      90 | f                      | t       |     12 |            1 |      7 |            2 |                 4 |                 3 |   124855
  62 | 2561957 |     7 | t        | t                    | 2025-10-05 09:00:00-04 |      90 | f                      | t       |      3 |            1 |      2 |            2 |                 2 |                 3 |   124852
  66 | 2561960 |     7 | t        | t                    | 2025-10-05 09:00:00-04 |      90 | f                      | t       |      8 |            1 |      9 |            2 |                 3 |                 3 |   124856
  69 | 2561963 |     7 | t        | t                    | 2025-10-05 09:00:00-04 |      90 | f                      | t       |     16 |            0 |     15 |            2 |                 2 |                 4 |   124859
  70 | 2561964 |     7 | t        | t                    | 2025-10-05 09:00:00-04 |      90 | f                      | t       |      6 |            1 |     20 |            1 |                 3 |                 2 |   124860
  64 | 2561958 |     7 | t        | t                    | 2025-10-05 11:30:00-04 |      90 | f                      | t       |     13 |            1 |      5 |            0 |                 4 |                 3 |   124854
  77 | 2561971 |     8 | t        | t                    | 2025-10-18 07:30:00-04 |      90 | f                      | t       |      7 |            3 |     16 |            0 |                 3 |                 3 |   124867
  71 | 2561965 |     8 | t        | t                    | 2025-10-18 10:00:00-04 |      90 | f                      | t       |     15 |            1 |      6 |            2 |                 3 |                 3 |   124861
  72 | 2561966 |     8 | t        | t                    | 2025-10-18 10:00:00-04 |      90 | f                      | t       |     11 |            0 |      3 |            2 |                 2 |                 2 |   124862
  73 | 2561967 |     8 | t        | t                    | 2025-10-18 10:00:00-04 |      90 | f                      | t       |      4 |            3 |      8 |            3 |                 3 |                 3 |   124863
  76 | 2561970 |     8 | t        | t                    | 2025-10-18 10:00:00-04 |      90 | f                      | t       |      9 |            0 |     13 |            2 |                 2 |                 4 |   124866
  78 | 2561972 |     8 | t        | t                    | 2025-10-18 10:00:00-04 |      90 | f                      | t       |     20 |            0 |     17 |            2 |                 2 |                 3 |   124868
  74 | 2561968 |     8 | t        | t                    | 2025-10-18 12:30:00-04 |      90 | f                      | t       |      1 |            1 |     10 |            0 |                 4 |                 3 |   124864
  79 | 2561973 |     8 | t        | t                    | 2025-10-19 09:00:00-04 |      90 | f                      | t       |      2 |            2 |     18 |            1 |                 3 |                 3 |   124869
  75 | 2561969 |     8 | t        | t                    | 2025-10-19 11:30:00-04 |      90 | f                      | t       |     14 |            2 |     12 |            1 |                 3 |                 4 |   124865
  80 | 2561974 |     8 | t        | t                    | 2025-10-20 15:00:00-04 |      90 | f                      | t       |      5 |            2 |     19 |            0 |                 3 |                 2 |   124870
  87 | 2561981 |     9 | t        | t                    | 2025-10-24 15:00:00-04 |      90 | f                      | t       |     19 |            1 |     11 |            2 |                 2 |                 3 |   124877
  85 | 2561979 |     9 | t        | t                    | 2025-10-25 10:00:00-04 |      90 | f                      | t       |     17 |            2 |      7 |            1 |                 2 |                 3 |   124875
  89 | 2561983 |     9 | t        | t                    | 2025-10-25 10:00:00-04 |      90 | f                      | t       |     10 |            1 |     15 |            2 |                 2 |                 4 |   124879
  88 | 2561982 |     9 | t        | t                    | 2025-10-25 12:30:00-04 |      90 | f                      | t       |      6 |            2 |     14 |            4 |                 3 |                 3 |   124878
  84 | 2561978 |     9 | t        | t                    | 2025-10-25 15:00:00-04 |      90 | f                      | t       |     12 |            2 |      5 |            3 |                 4 |                 3 |   124874
  81 | 2561976 |     9 | t        | t                    | 2025-10-26 10:00:00-04 |      90 | f                      | t       |      8 |            0 |      1 |            1 |                 3 |                 5 |   124871
  82 | 2561977 |     9 | t        | t                    | 2025-10-26 10:00:00-04 |      90 | f                      | t       |     13 |            0 |      2 |            1 |                 4 |                 3 |   124872
  83 | 2561975 |     9 | t        | t                    | 2025-10-26 10:00:00-04 |      90 | f                      | t       |     16 |            0 |      4 |            2 |                 2 |                 4 |   124873
  90 | 2561984 |     9 | t        | t                    | 2025-10-26 10:00:00-04 |      90 | f                      | t       |      3 |            3 |     20 |            2 |                 2 |                 2 |   124880
  86 | 2561980 |     9 | t        | t                    | 2025-10-26 12:30:00-04 |      90 | f                      | t       |     18 |            3 |      9 |            0 |                 3 |                 3 |   124876
  91 | 2561985 |    10 | t        | t                    | 2025-11-01 11:00:00-04 |      90 | f                      | t       |     11 |            0 |      6 |            3 |                 2 |                 3 |   124881
  92 | 2561986 |    10 | t        | t                    | 2025-11-01 11:00:00-04 |      90 | f                      | t       |      1 |            2 |      3 |            0 |                 4 |                 2 |   124882
  93 | 2561987 |    10 | t        | t                    | 2025-11-01 11:00:00-04 |      90 | f                      | t       |      5 |            0 |      8 |            2 |                 3 |                 3 |   124883
  94 | 2561988 |    10 | t        | t                    | 2025-11-01 11:00:00-04 |      90 | f                      | t       |     20 |            0 |     10 |            3 |                 2 |                 3 |   124884
  97 | 2561991 |    10 | t        | t                    | 2025-11-01 11:00:00-04 |      90 | f                      | t       |     14 |            2 |     16 |            2 |                 3 |                 3 |   124887
  99 | 2561993 |    10 | t        | t                    | 2025-11-01 13:30:00-04 |      90 | f                      | t       |      7 |            1 |     18 |            0 |                 3 |                 3 |   124889
  95 | 2561989 |    10 | t        | t                    | 2025-11-01 16:00:00-04 |      90 | f                      | t       |      2 |            0 |     12 |            2 |                 3 |                 4 |   124885
 100 | 2561994 |    10 | t        | t                    | 2025-11-02 09:00:00-05 |      90 | f                      | t       |     15 |            1 |     19 |            3 |                 3 |                 2 |   124890
  96 | 2561990 |    10 | t        | t                    | 2025-11-02 11:30:00-05 |      90 | f                      | t       |      4 |            1 |     13 |            3 |                 3 |                 4 |   124886
  98 | 2561992 |    10 | t        | t                    | 2025-11-03 15:00:00-05 |      90 | f                      | t       |      9 |            1 |     17 |            1 |                 2 |                 3 |   124888
 109 | 2562003 |    11 | t        | t                    | 2025-11-08 07:30:00-05 |      90 | f                      | t       |     14 |            2 |     18 |            2 |                 3 |                 3 |   124899
 105 | 2561999 |    11 | t        | t                    | 2025-11-08 10:00:00-05 |      90 | f                      | t       |     10 |            0 |      9 |            2 |                 2 |                 3 |   124895
 110 | 2562004 |    11 | t        | t                    | 2025-11-08 10:00:00-05 |      90 | f                      | t       |      3 |            2 |     19 |            3 |                 2 |                 2 |   124900
 108 | 2562002 |    11 | t        | t                    | 2025-11-08 12:30:00-05 |      90 | f                      | t       |      1 |            2 |     17 |            2 |                 4 |                 3 |   124898
 103 | 2561997 |    11 | t        | t                    | 2025-11-08 15:00:00-05 |      90 | f                      | t       |     20 |            0 |      7 |            3 |                 2 |                 3 |   124893
 101 | 2561995 |    11 | t        | t                    | 2025-11-09 09:00:00-05 |      90 | f                      | t       |      4 |            0 |      2 |            4 |                 3 |                 3 |   124891
 102 | 2561996 |    11 | t        | t                    | 2025-11-09 09:00:00-05 |      90 | f                      | t       |     15 |            1 |      5 |            3 |                 3 |                 3 |   124892
 104 | 2561998 |    11 | t        | t                    | 2025-11-09 09:00:00-05 |      90 | f                      | t       |      6 |            0 |      8 |            0 |                 3 |                 3 |   124894
 107 | 2562001 |    11 | t        | t                    | 2025-11-09 09:00:00-05 |      90 | f                      | t       |     11 |            1 |     16 |            3 |                 2 |                 3 |   124897
 106 | 2562000 |    11 | t        | t                    | 2025-11-09 11:30:00-05 |      90 | f                      | t       |     12 |            0 |     13 |            3 |                 4 |                 4 |   124896
 114 | 2562008 |    12 | t        | t                    | 2025-11-22 07:30:00-05 |      90 | f                      | t       |      7 |            2 |      3 |            0 |                 3 |                 2 |   124904
 112 | 2562005 |    12 | t        | t                    | 2025-11-22 10:00:00-05 |      90 | f                      | t       |     19 |            2 |      4 |            2 |                 2 |                 4 |   124902
 113 | 2562007 |    12 | t        | t                    | 2025-11-22 10:00:00-05 |      90 | f                      | t       |      5 |            1 |      6 |            2 |                 3 |                 3 |   124903
 115 | 2562009 |    12 | t        | t                    | 2025-11-22 10:00:00-05 |      90 | f                      | t       |     17 |            0 |     10 |            1 |                 2 |                 3 |   124905
 117 | 2562011 |    12 | t        | t                    | 2025-11-22 10:00:00-05 |      90 | f                      | t       |     16 |            3 |     12 |            0 |                 2 |                 4 |   124907
 120 | 2562014 |    12 | t        | t                    | 2025-11-22 10:00:00-05 |      90 | f                      | t       |      8 |            2 |     20 |            0 |                 3 |                 2 |   124910
 119 | 2562013 |    12 | t        | t                    | 2025-11-22 12:30:00-05 |      90 | f                      | t       |     13 |            1 |     15 |            2 |                 4 |                 4 |   124909
 116 | 2562010 |    12 | t        | t                    | 2025-11-23 09:00:00-05 |      90 | f                      | t       |      2 |            2 |     11 |            1 |                 3 |                 3 |   124906
 111 | 2562006 |    12 | t        | t                    | 2025-11-23 11:30:00-05 |      90 | f                      | t       |     18 |            1 |      1 |            4 |                 3 |                 5 |   124901
 118 | 2562012 |    12 | t        | t                    | 2025-11-24 15:00:00-05 |      90 | f                      | t       |      9 |            1 |     14 |            0 |                 2 |                 3 |   124908
 122 | 2562016 |    13 | t        | t                    | 2025-11-29 10:00:00-05 |      90 | f                      | t       |      3 |            1 |      5 |            3 |                 2 |                 3 |   124912
 126 | 2562020 |    13 | t        | t                    | 2025-11-29 10:00:00-05 |      90 | f                      | t       |     11 |            2 |     13 |            3 |                 2 |                 4 |   124916
 128 | 2562022 |    13 | t        | t                    | 2025-11-29 10:00:00-05 |      90 | f                      | t       |      4 |            2 |     17 |            3 |                 3 |                 3 |   124918
 125 | 2562019 |    13 | t        | t                    | 2025-11-29 12:30:00-05 |      90 | f                      | t       |     15 |            4 |      9 |            1 |                 3 |                 3 |   124915
 129 | 2562023 |    13 | t        | t                    | 2025-11-29 15:00:00-05 |      90 | f                      | t       |     10 |            2 |     18 |            1 |                 2 |                 3 |   124919
 124 | 2562018 |    13 | t        | t                    | 2025-11-30 07:00:00-05 |      90 | f                      | t       |     14 |            2 |      8 |            1 |                 3 |                 3 |   124914
 121 | 2562015 |    13 | t        | t                    | 2025-11-30 09:05:00-05 |      90 | f                      | t       |     20 |            0 |      2 |            1 |                 2 |                 3 |   124911
 127 | 2562021 |    13 | t        | t                    | 2025-11-30 09:05:00-05 |      90 | f                      | t       |      6 |            2 |     16 |            0 |                 3 |                 3 |   124917
 130 | 2562024 |    13 | t        | t                    | 2025-11-30 09:05:00-05 |      90 | f                      | t       |     12 |            2 |     19 |            0 |                 4 |                 2 |   124920
 123 | 2562017 |    13 | t        | t                    | 2025-11-30 11:30:00-05 |      90 | f                      | t       |      1 |            1 |      7 |            1 |                 4 |                 3 |   124913
 132 | 2562025 |    14 | t        | t                    | 2025-12-02 14:30:00-05 |      90 | f                      | t       |      9 |            1 |      4 |            0 |                 2 |                 4 |   124922
 135 | 2562029 |    14 | t        | t                    | 2025-12-02 14:30:00-05 |      90 | f                      | t       |     13 |            5 |     10 |            4 |                 4 |                 3 |   124925
 139 | 2562033 |    14 | t        | t                    | 2025-12-02 15:15:00-05 |      90 | f                      | t       |     18 |            2 |     15 |            2 |                 3 |                 4 |   124929
 131 | 2562026 |    14 | t        | t                    | 2025-12-03 14:30:00-05 |      90 | f                      | t       |      5 |            0 |      1 |            2 |                 3 |                 5 |   124921
 133 | 2562027 |    14 | t        | t                    | 2025-12-03 14:30:00-05 |      90 | f                      | t       |      2 |            4 |      6 |            3 |                 3 |                 3 |   124923
 134 | 2562028 |    14 | t        | t                    | 2025-12-03 14:30:00-05 |      90 | f                      | t       |      8 |            1 |      3 |            0 |                 3 |                 2 |   124924
 140 | 2562034 |    14 | t        | t                    | 2025-12-03 14:30:00-05 |      90 | f                      | t       |     16 |            1 |     20 |            0 |                 2 |                 2 |   124930
 136 | 2562030 |    14 | t        | t                    | 2025-12-03 15:15:00-05 |      90 | f                      | t       |      7 |            1 |     11 |            3 |                 3 |                 3 |   124926
 137 | 2562031 |    14 | t        | t                    | 2025-12-03 15:15:00-05 |      90 | f                      | t       |     17 |            1 |     12 |            1 |                 2 |                 4 |   124927
 138 | 2562032 |    14 | t        | t                    | 2025-12-04 15:00:00-05 |      90 | f                      | t       |     19 |            1 |     14 |            1 |                 2 |                 3 |   124928
 141 | 2562036 |    15 | f        | f                    | 2025-12-06 07:30:00-05 |       0 | f                      | f       |      1 |              |      2 |              |                 4 |                 3 |   124931
 142 | 2562035 |    15 | f        | f                    | 2025-12-06 10:00:00-05 |       0 | f                      | f       |      7 |              |      4 |              |                 3 |                 4 |   124932
 144 | 2562038 |    15 | f        | f                    | 2025-12-06 10:00:00-05 |       0 | f                      | f       |     16 |              |      9 |              |                 2 |                 3 |   124934
 147 | 2562041 |    15 | f        | f                    | 2025-12-06 10:00:00-05 |       0 | f                      | f       |     17 |              |     13 |              |                 2 |                 4 |   124937
 148 | 2562042 |    15 | f        | f                    | 2025-12-06 10:00:00-05 |       0 | f                      | f       |      3 |              |     15 |              |                 2 |                 4 |   124938
 149 | 2562043 |    15 | f        | f                    | 2025-12-06 10:00:00-05 |       0 | f                      | f       |      5 |              |     18 |              |                 3 |                 3 |   124939
 146 | 2562040 |    15 | f        | f                    | 2025-12-06 12:30:00-05 |       0 | f                      | f       |     12 |              |     11 |              |                 4 |                 3 |   124936
 143 | 2562037 |    15 | f        | f                    | 2025-12-07 09:00:00-05 |       0 | f                      | f       |     19 |              |      6 |              |                 2 |                 3 |   124933
 145 | 2562039 |    15 | f        | f                    | 2025-12-07 11:30:00-05 |       0 | f                      | f       |      8 |              |     10 |              |                 3 |                 3 |   124935
 150 | 2562044 |    15 | f        | f                    | 2025-12-08 15:00:00-05 |       0 | f                      | f       |     14 |              |     20 |              |                 3 |                 2 |   124940
 154 | 2562048 |    16 | f        | f                    | 2025-12-13 10:00:00-05 |       0 | f                      | f       |      9 |              |      7 |              |                 2 |                 3 |   124944
 156 | 2562050 |    16 | f        | f                    | 2025-12-13 10:00:00-05 |       0 | f                      | f       |      6 |              |     12 |              |                 3 |                 4 |   124946
 153 | 2562047 |    16 | f        | f                    | 2025-12-13 12:30:00-05 |       0 | f                      | f       |     10 |              |      3 |              |                 2 |                 2 |   124943
 151 | 2562045 |    16 | f        | f                    | 2025-12-13 15:00:00-05 |       0 | f                      | f       |     20 |              |      1 |              |                 2 |                 5 |   124941
 155 | 2562049 |    16 | f        | f                    | 2025-12-14 09:00:00-05 |       0 | f                      | f       |     13 |              |      8 |              |                 4 |                 3 |   124945
 158 | 2562052 |    16 | f        | f                    | 2025-12-14 09:00:00-05 |       0 | f                      | f       |     18 |              |     16 |              |                 3 |                 3 |   124948
 159 | 2562053 |    16 | f        | f                    | 2025-12-14 09:00:00-05 |       0 | f                      | f       |     15 |              |     17 |              |                 3 |                 3 |   124949
 160 | 2562054 |    16 | f        | f                    | 2025-12-14 09:00:00-05 |       0 | f                      | f       |      2 |              |     19 |              |                 3 |                 2 |   124950
 152 | 2562046 |    16 | f        | f                    | 2025-12-14 11:30:00-05 |       0 | f                      | f       |     11 |              |      5 |              |                 2 |                 3 |   124942
 157 | 2562051 |    16 | f        | f                    | 2025-12-15 15:00:00-05 |       0 | f                      | f       |      4 |              |     14 |              |                 3 |                 3 |   124947
 168 | 2562062 |    17 | f        | f                    | 2025-12-20 07:30:00-05 |       0 | f                      | f       |      7 |              |     15 |              |                 3 |                 4 |   124958
 162 | 2562055 |    17 | f        | f                    | 2025-12-20 10:00:00-05 |       0 | f                      | f       |      3 |              |      4 |              |                 2 |                 4 |   124952
 163 | 2562057 |    17 | f        | f                    | 2025-12-20 10:00:00-05 |       0 | f                      | f       |     17 |              |      6 |              |                 2 |                 3 |   124953
 167 | 2562061 |    17 | f        | f                    | 2025-12-20 10:00:00-05 |       0 | f                      | f       |     19 |              |     13 |              |                 2 |                 4 |   124957
 170 | 2562064 |    17 | f        | f                    | 2025-12-20 10:00:00-05 |       0 | f                      | f       |      5 |              |     20 |              |                 3 |                 2 |   124960
 169 | 2562063 |    17 | f        | f                    | 2025-12-20 12:30:00-05 |       0 | f                      | f       |     12 |              |     18 |              |                 4 |                 3 |   124959
 164 | 2562058 |    17 | f        | f                    | 2025-12-20 15:00:00-05 |       0 | f                      | f       |      1 |              |      9 |              |                 4 |                 3 |   124954
 166 | 2562060 |    17 | f        | f                    | 2025-12-20 15:00:00-05 |       0 | f                      | f       |      8 |              |     11 |              |                 3 |                 3 |   124956
 161 | 2562056 |    17 | f        | f                    | 2025-12-21 11:30:00-05 |       0 | f                      | f       |     14 |              |      2 |              |                 3 |                 3 |   124951
 165 | 2562059 |    17 | f        | f                    | 2025-12-22 15:00:00-05 |       0 | f                      | f       |     16 |              |     10 |              |                 2 |                 3 |   124955
 177 | 2562071 |    18 | f        | f                    | 2025-12-26 15:00:00-05 |       0 | f                      | f       |     15 |              |     14 |              |                 3 |                 3 |   124967
 178 | 2562072 |    18 | f        | f                    | 2025-12-27 07:30:00-05 |       0 | f                      | f       |     13 |              |     16 |              |                 4 |                 3 |   124968
 171 | 2562065 |    18 | f        | f                    | 2025-12-27 10:00:00-05 |       0 | f                      | f       |      6 |              |      1 |              |                 3 |                 5 |   124961
 172 | 2562066 |    18 | f        | f                    | 2025-12-27 10:00:00-05 |       0 | f                      | f       |      4 |              |      5 |              |                 3 |                 3 |   124962
 173 | 2562067 |    18 | f        | f                    | 2025-12-27 10:00:00-05 |       0 | f                      | f       |      9 |              |      3 |              |                 2 |                 2 |   124963
 176 | 2562070 |    18 | f        | f                    | 2025-12-27 10:00:00-05 |       0 | f                      | f       |     20 |              |     12 |              |                 2 |                 4 |   124966
 180 | 2562074 |    18 | f        | f                    | 2025-12-27 10:00:00-05 |       0 | f                      | f       |     10 |              |     19 |              |                 2 |                 2 |   124970
